id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes
OODQ_0099,স্বাস্থ্য কার্ড service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F03,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0100,ডাক্তার তালিকা বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Formal,FALSE,,SYNTHETIC,OOD_HEALTH_ADMIN_F04,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0101,ডাক্তার তালিকা নিয়ে একটু help দরকার।,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Informal,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F04,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0102,ডাক্তার তালিকা service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F04,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0103,রক্তদান বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Formal,FALSE,,SYNTHETIC,OOD_HEALTH_ADMIN_F05,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0104,রক্তদান নিয়ে একটু help দরকার।,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Informal,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F05,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0105,রক্তদান service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F05,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0106,হাসপাতাল বিল বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Formal,FALSE,,SYNTHETIC,OOD_HEALTH_ADMIN_F06,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0107,হাসপাতাল বিল নিয়ে একটু help দরকার।,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Informal,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F06,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0108,হাসপাতাল বিল service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F06,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0109,অ্যাম্বুলেন্স booking বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Formal,FALSE,,SYNTHETIC,OOD_HEALTH_ADMIN_F07,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0110,অ্যাম্বুলেন্স booking নিয়ে একটু help দরকার।,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Informal,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F07,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0111,অ্যাম্বুলেন্স booking service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F07,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0112,ক্লিনিক নিবন্ধন বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Formal,FALSE,,SYNTHETIC,OOD_HEALTH_ADMIN_F08,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0113,ক্লিনিক নিবন্ধন নিয়ে একটু help দরকার।,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Informal,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F08,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0114,ক্লিনিক নিবন্ধন service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F08,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0115,ওষুধের দোকান বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Formal,FALSE,,SYNTHETIC,OOD_HEALTH_ADMIN_F09,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0116,ওষুধের দোকান নিয়ে একটু help দরকার।,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Informal,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F09,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0117,ওষুধের দোকান service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F09,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0118,স্বাস্থ্য প্রতিবেদন বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Formal,FALSE,,SYNTHETIC,OOD_HEALTH_ADMIN_F10,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0119,স্বাস্থ্য প্রতিবেদন নিয়ে একটু help দরকার।,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Informal,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F10,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0120,স্বাস্থ্য প্রতিবেদন service er information kivabe janbo?,OOD,OOD_HEALTH_ADMIN,Health Admin,OOD_HEALTH_ADMIN,Health Admin,Low,Mixed,FALSE,,PARAPHRASED,OOD_HEALTH_ADMIN_F10,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0121,ব্যাংক account বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F01,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0122,ব্যাংক account নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F01,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0123,ব্যাংক account service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F01,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0124,ATM card বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F02,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0125,ATM card নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F02,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0126,ATM card service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F02,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0127,loan application বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F03,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0128,loan application নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F03,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0129,loan application service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F03,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0130,cheque book বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F04,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0131,cheque book নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F04,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0132,cheque book service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F04,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0133,mobile banking বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F05,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0134,mobile banking নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F05,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0135,mobile banking service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F05,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0136,সঞ্চয়পত্র বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F06,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0137,সঞ্চয়পত্র নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F06,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0138,সঞ্চয়পত্র service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F06,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0139,bank statement বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F07,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0140,bank statement নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F07,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0141,bank statement service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F07,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0142,credit card বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F08,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0143,credit card নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F08,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0144,credit card service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F08,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0145,interest rate বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F09,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0146,interest rate নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F09,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0147,interest rate service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F09,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0148,account closure বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Formal,FALSE,,SYNTHETIC,OOD_BANKING_F10,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0149,account closure নিয়ে একটু help দরকার।,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Informal,FALSE,,PARAPHRASED,OOD_BANKING_F10,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0150,account closure service er information kivabe janbo?,OOD,OOD_BANKING,Banking,OOD_BANKING,Banking,Low,Mixed,FALSE,,PARAPHRASED,OOD_BANKING_F10,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0151,আজকের আবহাওয়া বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F01,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0152,আজকের আবহাওয়া নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F01,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0153,আজকের আবহাওয়া service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F01,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0154,বৃষ্টির সম্ভাবনা বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F02,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0155,বৃষ্টির সম্ভাবনা নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F02,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0156,বৃষ্টির সম্ভাবনা service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F02,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0157,তাপমাত্রা বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F03,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0158,তাপমাত্রা নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F03,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0159,তাপমাত্রা service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F03,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0160,ঘূর্ণিঝড় বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F04,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0161,ঘূর্ণিঝড় নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F04,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0162,ঘূর্ণিঝড় service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F04,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0163,বন্যা পূর্বাভাস বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F05,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0164,বন্যা পূর্বাভাস নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F05,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0165,বন্যা পূর্বাভাস service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F05,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0166,কুয়াশা বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F06,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0167,কুয়াশা নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F06,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0168,কুয়াশা service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F06,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0169,বাতাসের গতি বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F07,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0170,বাতাসের গতি নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F07,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0171,বাতাসের গতি service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F07,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0172,সমুদ্রের অবস্থা বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F08,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0173,সমুদ্রের অবস্থা নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F08,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0174,সমুদ্রের অবস্থা service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F08,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0175,আবহাওয়া সতর্কতা বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F09,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0176,আবহাওয়া সতর্কতা নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F09,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0177,আবহাওয়া সতর্কতা service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F09,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0178,আগামী সপ্তাহের forecast বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Formal,FALSE,,SYNTHETIC,OOD_WEATHER_F10,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0179,আগামী সপ্তাহের forecast নিয়ে একটু help দরকার।,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Informal,FALSE,,PARAPHRASED,OOD_WEATHER_F10,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0180,আগামী সপ্তাহের forecast service er information kivabe janbo?,OOD,OOD_WEATHER,Weather,OOD_WEATHER,Weather,Low,Mixed,FALSE,,PARAPHRASED,OOD_WEATHER_F10,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0181,বাংলাদেশের ইতিহাস বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Formal,FALSE,,SYNTHETIC,OOD_GENERAL_KNOWLEDGE_F01,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0182,বাংলাদেশের ইতিহাস নিয়ে একটু help দরকার।,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Informal,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F01,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0183,বাংলাদেশের ইতিহাস service er information kivabe janbo?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Mixed,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F01,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0184,একটি কবিতা বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Formal,FALSE,,SYNTHETIC,OOD_GENERAL_KNOWLEDGE_F02,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0185,একটি কবিতা নিয়ে একটু help দরকার।,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Informal,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F02,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0186,একটি কবিতা service er information kivabe janbo?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Mixed,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F02,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0187,বিজ্ঞানের প্রশ্ন বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Formal,FALSE,,SYNTHETIC,OOD_GENERAL_KNOWLEDGE_F03,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0188,বিজ্ঞানের প্রশ্ন নিয়ে একটু help দরকার।,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Informal,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F03,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0189,বিজ্ঞানের প্রশ্ন service er information kivabe janbo?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Mixed,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F03,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0190,গণিত সমাধান বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Formal,FALSE,,SYNTHETIC,OOD_GENERAL_KNOWLEDGE_F04,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0191,গণিত সমাধান নিয়ে একটু help দরকার।,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Informal,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F04,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0192,গণিত সমাধান service er information kivabe janbo?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Mixed,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F04,Hard,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0193,ভাষার অনুবাদ বিষয়ে সরকারি সেবা কোথায় পাব?,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Formal,FALSE,,SYNTHETIC,OOD_GENERAL_KNOWLEDGE_F05,Easy,TRUE,Synthetic safe OOD example; outside the six supported production services.
OODQ_0194,ভাষার অনুবাদ নিয়ে একটু help দরকার।,OOD,OOD_GENERAL_KNOWLEDGE,General Knowledge,OOD_GENERAL_KNOWLEDGE,General Knowledge,Low,Informal,FALSE,,PARAPHRASED,OOD_GENERAL_KNOWLEDGE_F05,Medium,TRUE,Synthetic safe OOD example; outside the six supported production services.
