id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes,review_priority,natural_query,service_context_clear,parent_label_correct,query_topic_correct,more_specific_leaf_available,neighbor_confusion_risk,language_style_correct,priority_correct,difficulty_correct,independent_seed,mutable_fact_safe,privacy_safe,retain_leaf,review_decision,review_notes
DLQ_0045,ড্রাইভিং পরীক্ষার দিনে কী কী সঙ্গে নিতে হবে?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_REQUIREMENTS,Driving Test Requirements and Preparation,Low,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_REQUIREMENTS_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0046,test attend করার আগে কী preparation দরকার?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_REQUIREMENTS,Driving Test Requirements and Preparation,Low,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_REQUIREMENTS_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0047,driving test day er requirements ki ki?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_REQUIREMENTS,Driving Test Requirements and Preparation,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_REQUIREMENTS_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0048,exam venue-তে যাওয়ার আগে documents আর vehicle নিয়ে কী প্রস্তুতি রাখব?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_REQUIREMENTS,Driving Test Requirements and Preparation,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_REQUIREMENTS_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0049,ড্রাইভিং কম্পিটেন্সি পরীক্ষার ফলাফল কীভাবে দেখব?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RESULT,Driving Test Result,Low,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RESULT_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0050,driving test pass করেছি কিনা কোথায় check করব?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RESULT,Driving Test Result,Low,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RESULT_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0051,DCTC result online e kivabe dekhbo?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RESULT,Driving Test Result,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RESULT_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0052,"exam শেষ হয়েছে, এখন division-wise result list থেকে নিজের outcome জানতে চাই।",DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RESULT,Driving Test Result,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RESULT_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0053,ড্রাইভিং পরীক্ষায় উত্তীর্ণ না হলে পুনরায় পরীক্ষার প্রক্রিয়া কী?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RETAKE,Driving Test Retake Guidance,Medium,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RETAKE_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0054,"test miss করেছি, next attempt কীভাবে পাব?",DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RETAKE,Driving Test Retake Guidance,Medium,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RETAKE_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0055,driving test retake er jonno ki korte hobe?,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RETAKE,Driving Test Retake Guidance,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RETAKE_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0056,result unsuccessful এসেছে—আবার competency test দেওয়ার official step জানতে চাই।,DRIVING_LICENCE,DRIVING_LICENCE_TEST,Driving Competency Test,DRIVING_LICENCE_TEST_RETAKE,Driving Test Retake Guidance,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_TEST_RETAKE_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0057,বিআরটিএ সার্ভিস পোর্টালে নতুন অ্যাকাউন্ট কীভাবে খুলব?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_REGISTRATION,BRTA Portal Account Registration,Low,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_REGISTRATION_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0058,BSP-তে driver হিসেবে register করতে চাই।,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_REGISTRATION,BRTA Portal Account Registration,Low,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_REGISTRATION_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0059,BRTA portal account create korbo kivabe?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_REGISTRATION,BRTA Portal Account Registration,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_REGISTRATION_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0060,licence apply করার আগে service recipient profile বানানোর ধাপ কী?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_REGISTRATION,BRTA Portal Account Registration,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_REGISTRATION_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0061,বিদ্যমান বিআরটিএ সার্ভিস পোর্টাল অ্যাকাউন্টে কীভাবে লগইন করব?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_LOGIN,BRTA Portal Account Login,Low,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_LOGIN_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0062,BSP login কোথা থেকে করব?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_LOGIN,BRTA Portal Account Login,Low,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_LOGIN_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0063,BRTA account e sign in korbo kivabe?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_LOGIN,BRTA Portal Account Login,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_LOGIN_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0064,"driver profile আগে বানানো আছে, এখন আবার portal-এ ঢোকার নিয়ম কী?",DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_LOGIN,BRTA Portal Account Login,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_LOGIN_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0065,বিআরটিএ পোর্টালের পাসওয়ার্ড ভুলে গেলে কীভাবে রিসেট করব?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_PASSWORD_RESET,BRTA Portal Password Reset,Medium,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_PASSWORD_RESET_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0066,"BSP password মনে নেই, recover করতে চাই।",DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_PASSWORD_RESET,BRTA Portal Password Reset,Medium,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_PASSWORD_RESET_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0067,BRTA portal password reset korbo kivabe?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_PASSWORD_RESET,BRTA Portal Password Reset,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_PASSWORD_RESET_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0068,account user information আছে কিন্তু password হারিয়েছি—নতুনটা সেট করতে চাই।,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_PASSWORD_RESET,BRTA Portal Password Reset,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_PASSWORD_RESET_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0069,বিআরটিএ পোর্টালের ওটিপি না এলে কী করব?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_OTP,BRTA Portal OTP Problem,Medium,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_OTP_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0070,OTP code পেয়েছি কিন্তু BSP accept করছে না।,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_OTP,BRTA Portal OTP Problem,Medium,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_OTP_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0071,BRTA verification code ashtese na.,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_OTP,BRTA Portal OTP Problem,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_OTP_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0072,account verify করার SMS দেরিতে এসে expired দেখাচ্ছে—কীভাবে complete করব?,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_OTP,BRTA Portal OTP Problem,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_OTP_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0073,সঠিক তথ্য দিয়েও বিআরটিএ পোর্টাল অ্যাকাউন্টে ঢুকতে পারছি না।,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM,General BRTA Portal Access Problem,Medium,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0074,"BSP account খুলছে না, error-এর কারণ বুঝছি না।",DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM,General BRTA Portal Access Problem,Medium,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0075,"BRTA account access hocche na, ki korbo?",DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM,General BRTA Portal Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0076,login দেওয়ার পর page আবার শুরুতে আসে—কোন specific messageও নেই।,DRIVING_LICENCE,DRIVING_LICENCE_ONLINE_ACCOUNT,BRTA Service Portal Account,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM,General BRTA Portal Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_ACCOUNT_ACCESS_PROBLEM_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0077,ড্রাইভিং লাইসেন্স সেবার সরকারি ফি কীভাবে জানব?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_FEE_INFORMATION,Driving Licence Fee Information,Low,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_FEE_INFORMATION_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0078,"learner বা renewal-এর fee কত, কোথায় check করব?",DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_FEE_INFORMATION,Driving Licence Fee Information,Low,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_FEE_INFORMATION_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0079,driving licence fee calculator use korbo kivabe?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_FEE_INFORMATION,Driving Licence Fee Information,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_FEE_INFORMATION_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0080,যে licence service select করেছি তার current charge portal-এ কোথায় দেখাবে?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_FEE_INFORMATION,Driving Licence Fee Information,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_FEE_INFORMATION_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0081,ড্রাইভিং লাইসেন্সের ফি কীভাবে পরিশোধ করব?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_PAYMENT_METHOD,Driving Licence Payment Method,Low,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_PAYMENT_METHOD_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0082,BSP payment-এর available method কী?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_PAYMENT_METHOD,Driving Licence Payment Method,Low,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_PAYMENT_METHOD_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0083,driving licence fee online e pay korbo kivabe?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_PAYMENT_METHOD,Driving Licence Payment Method,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_PAYMENT_METHOD_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0084,"application তৈরি হয়েছে, এখন chargeটা কোন channel দিয়ে জমা দেব?",DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_PAYMENT_METHOD,Driving Licence Payment Method,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_PAYMENT_METHOD_F04,Hard,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0085,ড্রাইভিং লাইসেন্সের payment সফল হয়েছে কি না কীভাবে যাচাই করব?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_PAYMENT_VERIFICATION,Driving Licence Payment Verification,Low,Formal,FALSE,,SYNTHETIC,DRIVING_LICENCE_PAYMENT_VERIFICATION_F01,Easy,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0086,BSP-তে fee paid দেখাচ্ছে কিনা check করতে চাই।,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_PAYMENT_VERIFICATION,Driving Licence Payment Verification,Low,Informal,FALSE,,SYNTHETIC,DRIVING_LICENCE_PAYMENT_VERIFICATION_F02,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
DLQ_0087,licence payment verify korar option kothay?,DRIVING_LICENCE,DRIVING_LICENCE_PAYMENT,Driving Licence Fees and Payment,DRIVING_LICENCE_PAYMENT_VERIFICATION,Driving Licence Payment Verification,Low,Mixed,FALSE,,SYNTHETIC,DRIVING_LICENCE_PAYMENT_VERIFICATION_F03,Medium,FALSE,Driving Licence pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
