id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes
PGDQ_0068,complaint দেওয়ার আগে নতুন GD user account বানানোর steps কী?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_REGISTRATION,Online GD Account Registration,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_REGISTRATION_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0069,বিদ্যমান অনলাইন জিডি অ্যাকাউন্টে কীভাবে লগইন করব?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_LOGIN,Online GD Account Login,Low,Formal,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_LOGIN_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0070,GD app login option কোথায়?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_LOGIN,Online GD Account Login,Low,Informal,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_LOGIN_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0071,online GD account e sign in korbo kivabe?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_LOGIN,Online GD Account Login,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_LOGIN_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0072,"আগে account খুলেছি, complaint দেখতে আবার ঢোকার নিয়ম কী?",POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_LOGIN,Online GD Account Login,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_LOGIN_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0073,অনলাইন জিডি অ্যাকাউন্টের পাসওয়ার্ড ভুলে গেলে কী করব?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_PASSWORD_RESET,Online GD Password Reset,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_PASSWORD_RESET_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0074,GD portal password reset করতে চাই।,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_PASSWORD_RESET,Online GD Password Reset,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_PASSWORD_RESET_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0075,online GD password recover korbo kivabe?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_PASSWORD_RESET,Online GD Password Reset,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_PASSWORD_RESET_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0076,mobile number মনে আছে কিন্তু account password ভুলে গেছি—নতুনটা সেট করব কীভাবে?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_PASSWORD_RESET,Online GD Password Reset,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_PASSWORD_RESET_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0077,অনলাইন জিডির ওটিপি না এলে কী করব?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_OTP_PROBLEM,Online GD OTP Problem,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_OTP_PROBLEM_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0078,OTP code পেয়েছি কিন্তু verify হচ্ছে না।,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_OTP_PROBLEM,Online GD OTP Problem,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_OTP_PROBLEM_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0079,"GD registration code ashtese na, ki korbo?",POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_OTP_PROBLEM,Online GD OTP Problem,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_OTP_PROBLEM_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0080,verification SMS দেরিতে এসে expired দেখাচ্ছে—account complete করব কীভাবে?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_OTP_PROBLEM,Online GD OTP Problem,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_OTP_PROBLEM_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0081,অনলাইন জিডিতে পরিচয় যাচাই সম্পন্ন হচ্ছে না; কী করব?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM,Online GD Identity Verification Problem,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0082,"live photo accept করছে না, account verify হচ্ছে না।",POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM,Online GD Identity Verification Problem,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0083,GD identity verification fail hocche kivabe solve korbo?,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM,Online GD Identity Verification Problem,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0084,registration-এর face capture step বারবার error দিচ্ছে।,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM,Online GD Identity Verification Problem,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_IDENTITY_VERIFICATION_PROBLEM_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0085,সঠিক তথ্য দিয়েও আমার existing Online GD account-এ login করতে পারছি না।,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_ACCESS_PROBLEM,General Online GD Account Access Problem,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_ACCESS_PROBLEM_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0086,"আমার existing GD account-এ ঢুকতে পারছি না, clear errorও দেখাচ্ছে না।",POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_ACCESS_PROBLEM,General Online GD Account Access Problem,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_ACCESS_PROBLEM_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0087,"existing online GD account e login korte parchi na, reason bujhte parchi na.",POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_ACCESS_PROBLEM,General Online GD Account Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_ACCESS_PROBLEM_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0088,login দেওয়ার পর account page আবার শুরুতে চলে আসে—existing account access হচ্ছে না।,POLICE_GD,POLICE_GD_ONLINE_ACCOUNT,Online GD Account and Access,POLICE_GD_ACCOUNT_ACCESS_PROBLEM,General Online GD Account Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_ACCOUNT_ACCESS_PROBLEM_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0089,জমা দেওয়া জিডির বর্তমান অবস্থা কীভাবে দেখব?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATUS,GD Application Status,Low,Formal,FALSE,,SYNTHETIC,POLICE_GD_STATUS_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0090,আমার GD application কোন stage-এ আছে?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATUS,GD Application Status,Low,Informal,FALSE,,SYNTHETIC,POLICE_GD_STATUS_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0091,online GD status check korbo kivabe?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATUS,GD Application Status,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_STATUS_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0092,complaint submit হয়েছে—এখন police review-এর update কোথায় পাওয়া যাবে?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATUS,GD Application Status,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_STATUS_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0093,জিডির আবেদন দীর্ঘদিন pending থাকলে কী করব?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_DELAY,GD Review or Processing Delay,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_DELAY_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0094,"অনেক সময় হয়ে গেছে, complaint-এর update আসছে না।",POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_DELAY,GD Review or Processing Delay,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_DELAY_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0095,amar GD review onekdin dhore atke ache.,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_DELAY,GD Review or Processing Delay,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_DELAY_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0096,submit করার পর থেকে একই status দেখাচ্ছে—follow-up কোথায় করব?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_DELAY,GD Review or Processing Delay,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_DELAY_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0097,জিডির দায়িত্বপ্রাপ্ত তদন্তকারী কর্মকর্তার সঙ্গে কীভাবে যোগাযোগ করব?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_OFFICER_CONTACT,Investigating Officer Contact,Low,Formal,FALSE,,SYNTHETIC,POLICE_GD_OFFICER_CONTACT_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0098,"আমার complaint-এর assigned officer কে, কোথায় দেখব?",POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_OFFICER_CONTACT,Investigating Officer Contact,Low,Informal,FALSE,,SYNTHETIC,POLICE_GD_OFFICER_CONTACT_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0099,investigating officer er sathe online e contact korbo kivabe?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_OFFICER_CONTACT,Investigating Officer Contact,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_OFFICER_CONTACT_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0100,status page-এ officer details আছে—follow-up message পাঠানোর নিয়ম কী?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_OFFICER_CONTACT,Investigating Officer Contact,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_OFFICER_CONTACT_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0101,অনলাইন অভিযোগের পর থানায় follow-up কীভাবে করব?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATION_FOLLOWUP,Police Station Follow-Up,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_STATION_FOLLOWUP_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0102,"GD submit করেছি, police station-এ যেতে হবে কিনা কোথায় জানব?",POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATION_FOLLOWUP,Police Station Follow-Up,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_STATION_FOLLOWUP_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0103,online complaint er por thana follow-up process ki?,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATION_FOLLOWUP,Police Station Follow-Up,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_STATION_FOLLOWUP_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0104,portal থেকে station attendance-এর message পেয়েছি—পরবর্তী official step জানতে চাই।,POLICE_GD,POLICE_GD_STATUS_FOLLOWUP,GD Status and Follow-Up,POLICE_GD_STATION_FOLLOWUP,Police Station Follow-Up,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_STATION_FOLLOWUP_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0105,ডিজিটাল জিডির কপি কীভাবে ডাউনলোড করব?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_COPY_DOWNLOAD,Digital GD Copy Download,Low,Formal,FALSE,,SYNTHETIC,POLICE_GD_COPY_DOWNLOAD_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0106,completed GD copyটা কোথায় পাব?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_COPY_DOWNLOAD,Digital GD Copy Download,Low,Informal,FALSE,,SYNTHETIC,POLICE_GD_COPY_DOWNLOAD_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0107,online GD copy download korar option kothay?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_COPY_DOWNLOAD,Digital GD Copy Download,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_COPY_DOWNLOAD_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0108,"GD number হয়েছে, এখন digital documentটা সংরক্ষণ করতে চাই।",POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_COPY_DOWNLOAD,Digital GD Copy Download,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_COPY_DOWNLOAD_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0109,জিডির অভিযোগ জমা দেওয়ার স্বীকারপত্র কোথায় পাব?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_SUBMISSION_RECEIPT,GD Submission Acknowledgement,Low,Formal,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_RECEIPT_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0110,complaint submit হয়েছে—receiptটা দরকার।,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_SUBMISSION_RECEIPT,GD Submission Acknowledgement,Low,Informal,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_RECEIPT_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0111,online GD acknowledgement kivabe pabo?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_SUBMISSION_RECEIPT,GD Submission Acknowledgement,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_RECEIPT_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0112,application জমা দেওয়ার proof হিসেবে confirmation copy নিতে চাই।,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_SUBMISSION_RECEIPT,GD Submission Acknowledgement,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_RECEIPT_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0113,জিডির অভিযোগ কোড বা রেফারেন্স হারালে কীভাবে ফিরে পাব?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_REFERENCE_RECOVERY,GD Complaint Reference Recovery,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_REFERENCE_RECOVERY_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0114,আমার GD number খুঁজে পাচ্ছি না।,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_REFERENCE_RECOVERY,GD Complaint Reference Recovery,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_REFERENCE_RECOVERY_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0115,complaint reference recover korbo kivabe?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_REFERENCE_RECOVERY,GD Complaint Reference Recovery,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_REFERENCE_RECOVERY_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0116,status check করার tracking codeটা সংরক্ষণ করা হয়নি—এখন কোথায় পাব?,POLICE_GD,POLICE_GD_COPY_REFERENCE,"GD Copy, Receipt and Reference",POLICE_GD_REFERENCE_RECOVERY,GD Complaint Reference Recovery,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_REFERENCE_RECOVERY_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0117,অনলাইন জিডির অভিযোগ submit না হলে কী করব?,POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_SUBMISSION_FAILURE,Online GD Submission Failure,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_FAILURE_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0118,সব fill up করেছি কিন্তু GD form জমা হচ্ছে না।,POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_SUBMISSION_FAILURE,Online GD Submission Failure,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_FAILURE_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0119,"online GD submission fail hocche, ki korbo?",POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_SUBMISSION_FAILURE,Online GD Submission Failure,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_FAILURE_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0120,final button চাপলে error আসে এবং complaint number তৈরি হয় না।,POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_SUBMISSION_FAILURE,Online GD Submission Failure,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_SUBMISSION_FAILURE_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0121,অনলাইন জিডি website-টাই খুলছে না।,POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_PORTAL_UNAVAILABLE,Online GD Portal Unavailable,Medium,Formal,FALSE,,SYNTHETIC,POLICE_GD_PORTAL_UNAVAILABLE_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0122,GD app নিজেই load হচ্ছে না।,POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_PORTAL_UNAVAILABLE,Online GD Portal Unavailable,Medium,Informal,FALSE,,SYNTHETIC,POLICE_GD_PORTAL_UNAVAILABLE_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0123,online GD portal down dekhacche; website open hocche na.,POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_PORTAL_UNAVAILABLE,Online GD Portal Unavailable,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_PORTAL_UNAVAILABLE_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0124,বিভিন্ন page try করেও GD website/app খুলছে না—service unavailable মনে হচ্ছে।,POLICE_GD,POLICE_GD_TECHNICAL_PROBLEMS,Online GD Technical Problems,POLICE_GD_PORTAL_UNAVAILABLE,Online GD Portal Unavailable,Medium,Mixed,FALSE,,SYNTHETIC,POLICE_GD_PORTAL_UNAVAILABLE_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0125,অনলাইন জিডি সেবায় কী কী ধরনের সহায়তা পাওয়া যায়?,POLICE_GD,POLICE_GD_GENERAL_INFORMATION,General Online GD Service Information,POLICE_GD_GENERAL_SERVICE_GUIDANCE,General Online GD Service Guidance,Low,Formal,FALSE,,SYNTHETIC,POLICE_GD_GENERAL_SERVICE_GUIDANCE_F01,Easy,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0126,GD portal দিয়ে কী কী কাজ করা যায়?,POLICE_GD,POLICE_GD_GENERAL_INFORMATION,General Online GD Service Information,POLICE_GD_GENERAL_SERVICE_GUIDANCE,General Online GD Service Guidance,Low,Informal,FALSE,,SYNTHETIC,POLICE_GD_GENERAL_SERVICE_GUIDANCE_F02,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0127,online GD service gulo somporke general guidance chai.,POLICE_GD,POLICE_GD_GENERAL_INFORMATION,General Online GD Service Information,POLICE_GD_GENERAL_SERVICE_GUIDANCE,General Online GD Service Guidance,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_GENERAL_SERVICE_GUIDANCE_F03,Medium,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
PGDQ_0128,"complaint, status আর copy—কোন প্রয়োজনের জন্য কোন option ব্যবহার হয় বুঝতে চাই।",POLICE_GD,POLICE_GD_GENERAL_INFORMATION,General Online GD Service Information,POLICE_GD_GENERAL_SERVICE_GUIDANCE,General Online GD Service Guidance,Low,Mixed,FALSE,,SYNTHETIC,POLICE_GD_GENERAL_SERVICE_GUIDANCE_F04,Hard,FALSE,Police GD pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.
