id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes,review_priority,natural_query,service_context_clear,parent_label_correct,query_topic_correct,more_specific_leaf_available,neighbor_confusion_risk,language_style_correct,priority_correct,difficulty_correct,independent_seed,mutable_fact_safe,privacy_safe,retain_leaf,review_decision,review_notes
TAXQ_0048,চাকরি আর বাড়িভাড়ার আয় দুটোই আছে—return-এ কীভাবে record করব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_INCOME_INFORMATION,Income Information in Tax Return,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_INCOME_INFORMATION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0049,আয়কর রিটার্নে সম্পদ ও দায়ের তথ্য কীভাবে দেব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ASSET_LIABILITY,Assets and Liabilities in Tax Return,Low,Formal,FALSE,,SYNTHETIC,TAX_RETURN_ASSET_LIABILITY_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0050,return-এ loan আর asset কোথায় লিখব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ASSET_LIABILITY,Assets and Liabilities in Tax Return,Low,Informal,FALSE,,SYNTHETIC,TAX_RETURN_ASSET_LIABILITY_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0051,tax return e assets liabilities entry korbo kivabe?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ASSET_LIABILITY,Assets and Liabilities in Tax Return,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_ASSET_LIABILITY_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0052,নিজের savings আর ঋণের তথ্য কোন অংশে দেখাতে হবে বুঝছি না।,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_ASSET_LIABILITY,Assets and Liabilities in Tax Return,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_ASSET_LIABILITY_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0053,জমা দেওয়া আয়কর রিটার্নে ভুল থাকলে সংশোধন কীভাবে করব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_AMENDMENT,Submitted Tax Return Amendment,Medium,Formal,FALSE,,SYNTHETIC,TAX_RETURN_AMENDMENT_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0054,submitted returnটা revise করা যাবে?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_AMENDMENT,Submitted Tax Return Amendment,Medium,Informal,FALSE,,SYNTHETIC,TAX_RETURN_AMENDMENT_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0055,filed tax return amendment er process ki?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_AMENDMENT,Submitted Tax Return Amendment,Medium,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_AMENDMENT_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0056,return submit করার পর একটি income entry ভুল দেখেছি—official correction option জানতে চাই।,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_AMENDMENT,Submitted Tax Return Amendment,Medium,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_AMENDMENT_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0057,আয়কর রিটার্ন জমা দেওয়ার সময়সীমা কীভাবে জানব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_DEADLINE,Tax Return Filing Deadline,Low,Formal,FALSE,,SYNTHETIC,TAX_RETURN_DEADLINE_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0058,return submission-এর last date কোথায় দেখব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_DEADLINE,Tax Return Filing Deadline,Low,Informal,FALSE,,SYNTHETIC,TAX_RETURN_DEADLINE_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0059,tax return deadline kobe seta kivabe check korbo?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_DEADLINE,Tax Return Filing Deadline,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_DEADLINE_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0060,এই করবর্ষের return কবে পর্যন্ত দেওয়া যাবে—official notice কোথায় পাব?,TAX,TAX_RETURN_FILING,Income Tax Return Filing,TAX_RETURN_DEADLINE,Tax Return Filing Deadline,Low,Mixed,FALSE,,SYNTHETIC,TAX_RETURN_DEADLINE_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0061,ই-রিটার্ন ব্যবহারের জন্য নতুন অ্যাকাউন্ট কীভাবে খুলব?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_REGISTRATION,e-Return Account Registration,Low,Formal,FALSE,,SYNTHETIC,TAX_ACCOUNT_REGISTRATION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0062,e-Return account register করতে চাই।,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_REGISTRATION,e-Return Account Registration,Low,Informal,FALSE,,SYNTHETIC,TAX_ACCOUNT_REGISTRATION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0063,tax return portal e account khulbo kivabe?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_REGISTRATION,e-Return Account Registration,Low,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_REGISTRATION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0064,"TIN আছে, এখন online return service-এর login account বানাতে চাই।",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_REGISTRATION,e-Return Account Registration,Low,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_REGISTRATION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0065,বিদ্যমান ই-রিটার্ন অ্যাকাউন্টে কীভাবে লগইন করব?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_LOGIN,e-Return Account Login,Low,Formal,FALSE,,SYNTHETIC,TAX_ACCOUNT_LOGIN_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0066,e-Return login page কোথায়?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_LOGIN,e-Return Account Login,Low,Informal,FALSE,,SYNTHETIC,TAX_ACCOUNT_LOGIN_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0067,tax portal e sign in korbo kivabe?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_LOGIN,e-Return Account Login,Low,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_LOGIN_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0068,"account আগে থেকেই আছে, return দেখতে portal-এ ঢোকার নিয়ম কী?",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_LOGIN,e-Return Account Login,Low,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_LOGIN_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0069,ই-রিটার্নের পাসওয়ার্ড ভুলে গেলে কীভাবে রিসেট করব?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_PASSWORD_RESET,e-Return Password Reset,Medium,Formal,FALSE,,SYNTHETIC,TAX_ACCOUNT_PASSWORD_RESET_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0070,"tax portal password মনে নেই, recover করতে চাই।",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_PASSWORD_RESET,e-Return Password Reset,Medium,Informal,FALSE,,SYNTHETIC,TAX_ACCOUNT_PASSWORD_RESET_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0071,e-Return password reset korbo kivabe?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_PASSWORD_RESET,e-Return Password Reset,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_PASSWORD_RESET_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0072,TIN মনে আছে কিন্তু account passwordটা ভুলে গেছি—নতুন password সেট করব কীভাবে?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_PASSWORD_RESET,e-Return Password Reset,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_PASSWORD_RESET_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0073,ই-রিটার্ন অ্যাকাউন্টে নিবন্ধিত মোবাইল নম্বর কীভাবে বদলাব?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_MOBILE_UPDATE,e-Return Registered Mobile Update,Medium,Formal,FALSE,,SYNTHETIC,TAX_ACCOUNT_MOBILE_UPDATE_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0074,"old phone number বন্ধ হয়ে গেছে, tax account-এ নতুনটা update করতে চাই।",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_MOBILE_UPDATE,e-Return Registered Mobile Update,Medium,Informal,FALSE,,SYNTHETIC,TAX_ACCOUNT_MOBILE_UPDATE_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0075,e-Return registered mobile change korar process ki?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_MOBILE_UPDATE,e-Return Registered Mobile Update,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_MOBILE_UPDATE_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0076,login verification পুরোনো SIM-এ যাচ্ছে—linked numberটা বদলাতে হবে।,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_MOBILE_UPDATE,e-Return Registered Mobile Update,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_MOBILE_UPDATE_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0077,ই-রিটার্ন নিবন্ধনের ওটিপি না এলে কী করব?,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_OTP_PROBLEM,e-Return OTP Problem,Medium,Formal,FALSE,,SYNTHETIC,TAX_ACCOUNT_OTP_PROBLEM_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0078,OTP পেয়েছি কিন্তু tax portal accept করছে না।,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_OTP_PROBLEM,e-Return OTP Problem,Medium,Informal,FALSE,,SYNTHETIC,TAX_ACCOUNT_OTP_PROBLEM_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0079,"e-Return verification code ashtese na, ki korbo?",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_OTP_PROBLEM,e-Return OTP Problem,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_OTP_PROBLEM_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0080,"account verify করতে code চেয়েছি, বারবার expired দেখাচ্ছে।",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_OTP_PROBLEM,e-Return OTP Problem,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_OTP_PROBLEM_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0081,সঠিক তথ্য দিয়েও ই-রিটার্ন অ্যাকাউন্টে প্রবেশ করতে পারছি না।,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_ACCESS_PROBLEM,General e-Return Account Access Problem,Medium,Formal,FALSE,,SYNTHETIC,TAX_ACCOUNT_ACCESS_PROBLEM_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0082,"tax account open হচ্ছে না, কারণটা বুঝতে পারছি না।",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_ACCESS_PROBLEM,General e-Return Account Access Problem,Medium,Informal,FALSE,,SYNTHETIC,TAX_ACCOUNT_ACCESS_PROBLEM_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0083,"e-Return account access hocche na, kono clear error nai.",TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_ACCESS_PROBLEM,General e-Return Account Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_ACCESS_PROBLEM_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0084,login করতে গেলেই আবার প্রথম page-এ ফিরিয়ে দেয়—কী সমস্যা বুঝছি না।,TAX,TAX_ONLINE_ACCOUNT,e-Return Online Account,TAX_ACCOUNT_ACCESS_PROBLEM,General e-Return Account Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,TAX_ACCOUNT_ACCESS_PROBLEM_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,MANDATORY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0085,প্রদেয় আয়কর কীভাবে হিসাব করা হয়?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_AMOUNT_CALCULATION,Tax Amount and Calculation Guidance,Low,Formal,FALSE,,SYNTHETIC,TAX_PAYMENT_AMOUNT_CALCULATION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0086,আমার payable tax amount কোথায় দেখাবে?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_AMOUNT_CALCULATION,Tax Amount and Calculation Guidance,Low,Informal,FALSE,,SYNTHETIC,TAX_PAYMENT_AMOUNT_CALCULATION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0087,tax calculation ta system e kivabe dekhbo?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_AMOUNT_CALCULATION,Tax Amount and Calculation Guidance,Low,Mixed,FALSE,,SYNTHETIC,TAX_PAYMENT_AMOUNT_CALCULATION_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0088,return-এর তথ্য দেওয়ার পর কত tax due হয়েছে সেটা কোন section-এ বুঝব?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_AMOUNT_CALCULATION,Tax Amount and Calculation Guidance,Low,Mixed,FALSE,,SYNTHETIC,TAX_PAYMENT_AMOUNT_CALCULATION_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0089,আয়কর কীভাবে পরিশোধ করা যায়?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_METHOD,Tax Payment Method,Low,Formal,FALSE,,SYNTHETIC,TAX_PAYMENT_METHOD_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0090,tax payment-এর available method কী কী?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_METHOD,Tax Payment Method,Low,Informal,FALSE,,SYNTHETIC,TAX_PAYMENT_METHOD_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0091,income tax online e pay korbo kivabe?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_METHOD,Tax Payment Method,Low,Mixed,FALSE,,SYNTHETIC,TAX_PAYMENT_METHOD_F03,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0092,return submit করার আগে payable amountটা কোন channel দিয়ে জমা দেব?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_METHOD,Tax Payment Method,Low,Mixed,FALSE,,SYNTHETIC,TAX_PAYMENT_METHOD_F04,Hard,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,BOUNDARY,YES,YES,YES,YES,NO,MEDIUM,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0093,আয়কর পরিশোধ সফল হয়েছে কি না কীভাবে যাচাই করব?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_CONFIRMATION,Tax Payment Confirmation,Low,Formal,FALSE,,SYNTHETIC,TAX_PAYMENT_CONFIRMATION_F01,Easy,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
TAXQ_0094,tax paymentটা system-এ record হয়েছে কিনা দেখব কীভাবে?,TAX,TAX_PAYMENT,Tax Payment and Ledger,TAX_PAYMENT_CONFIRMATION,Tax Payment Confirmation,Low,Informal,FALSE,,SYNTHETIC,TAX_PAYMENT_CONFIRMATION_F02,Medium,FALSE,Tax pilot v0.1 independent synthetic seed; semantically reviewed; do not train before project-wide approval.,STANDARD,YES,YES,YES,YES,NO,LOW,YES,YES,YES,YES,YES,YES,YES,PASS,"Reviewed independent seed; natural wording, stable intent, correct metadata, and no mutable fact or private value."
