id,text,service,parent_topic_id,parent_topic,query_topic_id,query_topic,priority,language_style,privacy_present,privacy_types,source_type,parent_query_id,difficulty,is_ood,annotation_notes,review_priority,natural_query,passport_context_clear,parent_label_correct,query_topic_correct,more_specific_leaf_available,neighbor_confusion_risk,language_style_correct,priority_correct,difficulty_correct,independent_seed,mutable_fact_safe,privacy_safe,retain_leaf,review_decision,review_notes
PASSQ_0060,application process না—official passport-এর required administrative papers জানতে চাই।,PASSPORT,PASSPORT_DOCUMENTS,Passport Documents and Requirements,PASSPORT_DOCUMENTS_OFFICIAL_DIPLOMATIC,Official or Diplomatic Passport Documents,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_DOCUMENTS_OFFICIAL_DIPLOMATIC_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0061,ই-পাসপোর্ট অনলাইন সেবার জন্য নতুন অ্যাকাউন্ট কীভাবে তৈরি করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_REGISTRATION,Passport Online Account Registration,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_REGISTRATION_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0062,"passport portal-এ account খুলতে চাই, কী করতে হবে?",PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_REGISTRATION,Passport Online Account Registration,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_REGISTRATION_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0063,e-passport account register korbo kivabe?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_REGISTRATION,Passport Online Account Registration,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_REGISTRATION_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0064,application submit না—আগে portal account create করতে চাই।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_REGISTRATION,Passport Online Account Registration,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_REGISTRATION_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0065,আমার বিদ্যমান ই-পাসপোর্ট অ্যাকাউন্টে কীভাবে লগইন করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_LOGIN,Passport Online Account Login,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_LOGIN_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0066,passport portal login কোথা থেকে করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_LOGIN,Passport Online Account Login,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_LOGIN_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0067,e-passport account e sign in korbo kivabe?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_LOGIN,Passport Online Account Login,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_LOGIN_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0068,password ভুলিনি; শুধু existing account-এ login করার নিয়ম জানতে চাই।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_LOGIN,Passport Online Account Login,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_LOGIN_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0069,ই-পাসপোর্ট অ্যাকাউন্টের পাসওয়ার্ড ভুলে গেলে কীভাবে রিসেট করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET,Forgotten Password and Password Reset,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0070,"passport portal-এর password মনে নেই, recover করব কীভাবে?",PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET,Forgotten Password and Password Reset,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0071,e-passport password reset korar niyom ki?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET,Forgotten Password and Password Reset,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0072,account আছে কিন্তু password ভুলে গেছি—access ফেরত পেতে কী করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET,Forgotten Password and Password Reset,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_PASSWORD_RESET_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0073,নতুন ই-পাসপোর্ট অ্যাকাউন্ট কীভাবে সক্রিয় করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION,Passport Account Activation,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0074,"passport account create করেছি, activate করব কীভাবে?",PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION,Passport Account Activation,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0075,e-passport account activation process ta ki?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION,Passport Account Activation,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0076,activation email পেয়েছি; এখন account activate করার next step কী?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION,Passport Account Activation,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0077,ই-পাসপোর্ট অ্যাকাউন্ট খোলার পর activation email পাইনি; কী করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED,Passport Account Activation Email Not Received,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0078,passport portal-এ register করেছি কিন্তু verification mail আসেনি।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED,Passport Account Activation Email Not Received,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0079,"account khulsi but activation email paini, ki korbo?",PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED,Passport Account Activation Email Not Received,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0080,password reset না—new account-এর activation link-টাই email-এ আসছে না।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED,Passport Account Activation Email Not Received,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACTIVATION_EMAIL_NOT_RECEIVED_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0081,ই-পাসপোর্ট অ্যাকাউন্টে নিবন্ধিত ইমেইল ঠিকানা কীভাবে পরিবর্তন করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE,Change Registered Passport Account Email,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0082,passport account-এর old email change করতে চাই।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE,Change Registered Passport Account Email,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0083,registered email update korbo kivabe passport portal e?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE,Change Registered Passport Account Email,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0084,activation mail issue না—account-এর linked emailটাই replace করতে চাই।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE,Change Registered Passport Account Email,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_EMAIL_CHANGE_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0085,ই-পাসপোর্ট অ্যাকাউন্টে নিবন্ধিত মোবাইল নম্বর কীভাবে পরিবর্তন করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE,Change Registered Passport Account Mobile Number,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0086,passport portal-এ পুরোনো phone number বদলাতে চাই।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE,Change Registered Passport Account Mobile Number,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0087,passport account er registered mobile change korbo kivabe?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE,Change Registered Passport Account Mobile Number,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0088,application form-এর number না—account-এর linked mobile update করতে চাই।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE,Change Registered Passport Account Mobile Number,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_MOBILE_CHANGE_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0089,আমার বিদ্যমান ই-পাসপোর্ট অ্যাকাউন্টে প্রবেশ করতে পারছি না; কী করব?,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM,Passport Online Account Access Problem,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0090,passport account আছে কিন্তু portal-এ ঢুকতে পারছি না।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM,Passport Online Account Access Problem,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0091,"existing e-passport account access hocche na, ki korbo?",PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM,Passport Online Account Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0092,password ভুলে যাইনি বা activation issue নেই—তবুও account open হচ্ছে না।,PASSPORT,PASSPORT_ONLINE_ACCOUNT,Passport Online Account,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM,Passport Online Account Access Problem,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_ONLINE_ACCOUNT_ACCESS_PROBLEM_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0093,ই-পাসপোর্ট এনরোলমেন্টের জন্য অ্যাপয়েন্টমেন্ট কীভাবে নির্ধারণ করব?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_SCHEDULING,Passport Appointment Scheduling,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_SCHEDULING_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0094,passport appointment book করব কীভাবে?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_SCHEDULING,Passport Appointment Scheduling,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_SCHEDULING_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0095,e-passport appointment schedule korbo kivabe?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_SCHEDULING,Passport Appointment Scheduling,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_SCHEDULING_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0096,date already assigned না—নতুন appointment obtain করার নিয়ম জানতে চাই।,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_SCHEDULING,Passport Appointment Scheduling,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_SCHEDULING_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0097,আমার ই-পাসপোর্ট অ্যাপয়েন্টমেন্টের তারিখ কীভাবে দেখব?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_DATE,Passport Appointment Date,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_DATE_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0098,passport appointment কবে সেটা কোথায় check করব?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_DATE,Passport Appointment Date,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_DATE_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0099,amar passport appointment date kothay dekhbo?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_DATE,Passport Appointment Date,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_DATE_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0100,নতুন appointment book করতে চাই না—already scheduled dateটা জানতে চাই।,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_DATE,Passport Appointment Date,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_DATE_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0101,ই-পাসপোর্ট অ্যাপয়েন্টমেন্ট ধাপে সমস্যা হচ্ছে; কী করব?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_PROBLEM,Passport Appointment Problem,Medium,Formal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_PROBLEM_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0102,আমার passport appointment ঠিকমতো কাজ করছে না।,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_PROBLEM,Passport Appointment Problem,Medium,Informal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_PROBLEM_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0103,"passport appointment niye problem hocche, ki korbo?",PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_PROBLEM,Passport Appointment Problem,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_PROBLEM_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0104,"login ঠিক আছে এবং date-ও জানি, কিন্তু appointment step complete হচ্ছে না।",PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_PROBLEM,Passport Appointment Problem,Medium,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_PROBLEM_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training. Mandatory pilot-review leaf.,MANDATORY,,,,,,,,,,,,,,,
PASSQ_0105,পাসপোর্ট অ্যাপয়েন্টমেন্টে যাওয়ার আগে কী কী প্রস্তুতি নিতে হবে?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_REQUIREMENTS,Passport Appointment Attendance Requirements,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_REQUIREMENTS_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0106,passport appointment attend করার আগে কী করতে হবে?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_REQUIREMENTS,Passport Appointment Attendance Requirements,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_REQUIREMENTS_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0107,appointment e jawar age ki preparation lagbe?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_REQUIREMENTS,Passport Appointment Attendance Requirements,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_REQUIREMENTS_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0108,documents list না—appointment attend করার general requirements জানতে চাই।,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_APPOINTMENT_REQUIREMENTS,Passport Appointment Attendance Requirements,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_APPOINTMENT_REQUIREMENTS_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0109,ই-পাসপোর্টের শারীরিক এনরোলমেন্ট প্রক্রিয়ায় কী কী হয়?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_PROCESS,Passport Enrolment Process,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_PROCESS_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0110,passport office-এ enrolment করতে গেলে কী process হয়?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_PROCESS,Passport Enrolment Process,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_PROCESS_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0111,e-passport enrolment process ta kivabe hoy?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_PROCESS,Passport Enrolment Process,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_PROCESS_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0112,biometric-এর specific details না—পুরো physical enrolment stageটা জানতে চাই।,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_PROCESS,Passport Enrolment Process,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_PROCESS_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
PASSQ_0113,ই-পাসপোর্টের শারীরিক এনরোলমেন্ট কোথায় সম্পন্ন করতে হবে?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_LOCATION,Passport Enrolment Location,Low,Formal,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_LOCATION_F01,Easy,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0114,passport biometric দিতে কোন জায়গায় যেতে হবে?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_LOCATION,Passport Enrolment Location,Low,Informal,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_LOCATION_F02,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0115,passport enrolment location kothay hobe?,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_LOCATION,Passport Enrolment Location,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_LOCATION_F03,Medium,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,STANDARD,,,,,,,,,,,,,,,
PASSQ_0116,application-এর office select না—এখন physical enrolment-এর জন্য কোথায় যাব জানতে চাই।,PASSPORT,PASSPORT_APPOINTMENT_AND_ENROLMENT,Passport Appointment and Enrolment,PASSPORT_ENROLMENT_LOCATION,Passport Enrolment Location,Low,Mixed,FALSE,,SYNTHETIC,PASSPORT_ENROLMENT_LOCATION_F04,Hard,FALSE,Passport pilot v0.1 synthetic independent seed; human semantic review required before training.,BOUNDARY,,,,,,,,,,,,,,,
